,groups,channels,windows,amplitudes
184,BMIDMOD,fz,win_2,0.794
185,BMIDMOD,cz,win_2,-4.353
186,BMIDMOD,cz,win_2,0.944
187,BMIDMOD,cz,win_2,2.994
188,BMIDMOD,cz,win_2,-2.604
189,BMIDMOD,cz,win_2,-0.78
190,BMIDMOD,cz,win_2,-0.226
191,BMIDMOD,cz,win_2,-3.38
192,BMIDMOD,cz,win_2,-0.067
193,BMIDMOD,cz,win_2,-2.838
194,BMIDMOD,cz,win_2,-3.558
195,BMIDMOD,cz,win_2,-0.182
196,BMIDMOD,cz,win_2,-1.267
197,BMIDMOD,cz,win_2,-5.443
198,BMIDMOD,cz,win_2,2.75
199,BMIDMOD,cz,win_2,-1.082
200,BMIDMOD,cz,win_2,-3.695
201,BMIDMOD,cz,win_2,-0.344
202,BMIDMOD,pz,win_2,-3.174
203,BMIDMOD,pz,win_2,-3.585
204,BMIDMOD,pz,win_2,6.4
205,BMIDMOD,pz,win_2,-1.222
206,BMIDMOD,pz,win_2,2.876
207,BMIDMOD,pz,win_2,-1.161
208,BMIDMOD,pz,win_2,-2.106
209,BMIDMOD,pz,win_2,-1.316
210,BMIDMOD,pz,win_2,0.448
211,BMIDMOD,pz,win_2,-2.304
212,BMIDMOD,pz,win_2,-1.158
213,BMIDMOD,pz,win_2,-0.37
214,BMIDMOD,pz,win_2,-3.696
215,BMIDMOD,pz,win_2,3.396
216,BMIDMOD,pz,win_2,0.23
217,BMIDMOD,pz,win_2,-1.803
218,BMIDMOD,pz,win_2,2.146
219,BMIDMOD,fz,win_3,-1.022
220,BMIDMOD,fz,win_3,-0.669
221,BMIDMOD,fz,win_3,1.188
222,BMIDMOD,fz,win_3,0.084
223,BMIDMOD,fz,win_3,1.85
224,BMIDMOD,fz,win_3,-1.479
225,BMIDMOD,fz,win_3,-0.114
226,BMIDMOD,fz,win_3,-0.62
227,BMIDMOD,fz,win_3,-1.63
228,BMIDMOD,fz,win_3,-0.619
229,BMIDMOD,fz,win_3,-0.517
230,BMIDMOD,fz,win_3,1.274
231,BMIDMOD,fz,win_3,-0.133
232,BMIDMOD,fz,win_3,1.54
233,BMIDMOD,fz,win_3,0.268
234,BMIDMOD,fz,win_3,-1.064
235,BMIDMOD,fz,win_3,0.127
236,BMIDMOD,cz,win_3,0.031
237,BMIDMOD,cz,win_3,0.605
238,BMIDMOD,cz,win_3,3.081
239,BMIDMOD,cz,win_3,-0.518
240,BMIDMOD,cz,win_3,1.025
241,BMIDMOD,cz,win_3,0.504
242,BMIDMOD,cz,win_3,-0.516
243,BMIDMOD,cz,win_3,-1.649
244,BMIDMOD,cz,win_3,-1.484
245,BMIDMOD,cz,win_3,-0.697
246,BMIDMOD,cz,win_3,0.766
247,BMIDMOD,cz,win_3,1.116
248,BMIDMOD,cz,win_3,-1.375
249,BMIDMOD,cz,win_3,-0.331
250,BMIDMOD,cz,win_3,0.181
251,BMIDMOD,cz,win_3,-1.316
252,BMIDMOD,cz,win_3,-0.302
253,BMIDMOD,pz,win_3,-1.718
254,BMIDMOD,pz,win_3,0.849
255,BMIDMOD,pz,win_3,4.624
256,BMIDMOD,pz,win_3,0.494
257,BMIDMOD,pz,win_3,1.917
258,BMIDMOD,pz,win_3,0.187
259,BMIDMOD,pz,win_3,1.113
260,BMIDMOD,pz,win_3,-0.799
261,BMIDMOD,pz,win_3,-0.313
262,BMIDMOD,pz,win_3,-0.891
263,BMIDMOD,pz,win_3,-1.844
264,BMIDMOD,pz,win_3,0.356
265,BMIDMOD,pz,win_3,-0.918
266,BMIDMOD,pz,win_3,-0.074
267,BMIDMOD,pz,win_3,0.981
268,BMIDMOD,pz,win_3,-0.881
269,BMIDMOD,pz,win_3,2.378
270,BSD,fz,win_1,0.395
271,BSD,fz,win_1,-0.598
272,BSD,fz,win_1,0.65
273,BSD,fz,win_1,-1.717
274,BSD,fz,win_1,0.004
275,BSD,fz,win_1,0.591
276,BSD,fz,win_1,-1.117
277,BSD,fz,win_1,-0.786
278,BSD,fz,win_1,-0.597
279,BSD,fz,win_1,-0.424
280,BSD,fz,win_1,0.245
281,BSD,fz,win_1,-0.623
282,BSD,fz,win_1,-0.862
283,BSD,fz,win_1,0.302
284,BSD,fz,win_1,-0.836
285,BSD,cz,win_1,-0.865
286,BSD,cz,win_1,-0.696
287,BSD,cz,win_1,0.746
288,BSD,cz,win_1,-1.755
289,BSD,cz,win_1,0.024
290,BSD,cz,win_1,0.429
291,BSD,cz,win_1,-0.338
292,BSD,cz,win_1,0.042
293,BSD,cz,win_1,-0.865
294,BSD,cz,win_1,1.384
295,BSD,cz,win_1,-0.396
296,BSD,cz,win_1,-0.532
297,BSD,cz,win_1,-0.765
298,BSD,cz,win_1,-0.114
299,BSD,cz,win_1,-0.653
300,BSD,pz,win_1,-0.2
301,BSD,pz,win_1,1.025
302,BSD,pz,win_1,0.252
303,BSD,pz,win_1,-1.798
304,BSD,pz,win_1,0.038
305,BSD,pz,win_1,-0.072
306,BSD,pz,win_1,0.109
307,BSD,pz,win_1,-0.158
308,BSD,pz,win_1,
309,BSD,pz,win_1,0.298
310,BSD,pz,win_1,-0.297
311,BSD,pz,win_1,-1.402
312,BSD,pz,win_1,-0.613
313,BSD,pz,win_1,-0.435
314,BSD,pz,win_1,-0.635
315,BSD,fz,win_2,2.627
316,BSD,fz,win_2,0.301
317,BSD,fz,win_2,0.462
318,BSD,fz,win_2,-0.983
319,BSD,fz,win_2,-0.0
320,BSD,fz,win_2,-0.404
321,BSD,fz,win_2,-3.817
322,BSD,fz,win_2,-1.71
323,BSD,fz,win_2,-1.77
324,BSD,fz,win_2,-0.19
325,BSD,fz,win_2,1.661
326,BSD,fz,win_2,0.816
327,BSD,fz,win_2,-6.328
328,BSD,fz,win_2,-2.204
329,BSD,fz,win_2,-2.819
330,BSD,cz,win_2,-0.859
331,BSD,cz,win_2,-2.959
332,BSD,cz,win_2,1.444
333,BSD,cz,win_2,-1.053
334,BSD,cz,win_2,-0.001
335,BSD,cz,win_2,-0.34
336,BSD,cz,win_2,-2.679
337,BSD,cz,win_2,-0.087
338,BSD,cz,win_2,-2.412
339,BSD,cz,win_2,0.284
340,BSD,cz,win_2,1.628
341,BSD,cz,win_2,-1.575
342,BSD,cz,win_2,-6.128
343,BSD,cz,win_2,-2.936
344,BSD,cz,win_2,-2.281
345,BSD,pz,win_2,0.913
346,BSD,pz,win_2,-1.432
347,BSD,pz,win_2,0.185
348,BSD,pz,win_2,-1.903
349,BSD,pz,win_2,-0.005
350,BSD,pz,win_2,-1.25
351,BSD,pz,win_2,-0.944
352,BSD,pz,win_2,-0.341
353,BSD,pz,win_2,
354,BSD,pz,win_2,0.844
355,BSD,pz,win_2,1.891
356,BSD,pz,win_2,-2.721
357,BSD,pz,win_2,-3.743
358,BSD,pz,win_2,-2.089
359,BSD,pz,win_2,-2.628
360,BSD,fz,win_3,1.742
361,BSD,fz,win_3,0.796
362,BSD,fz,win_3,-0.538
363,BSD,fz,win_3,-1.094
364,BSD,fz,win_3,0.002
365,BSD,fz,win_3,1.947
366,BSD,fz,win_3,-1.765
367,BSD,fz,win_3,-0.519
368,BSD,fz,win_3,-0.577
369,BSD,fz,win_3,-1.192
370,BSD,fz,win_3,0.852
371,BSD,fz,win_3,-0.312
372,BSD,fz,win_3,-2.3
373,BSD,fz,win_3,-1.256
374,BSD,fz,win_3,-2.278
375,BSD,cz,win_3,-1.297
376,BSD,cz,win_3,0.897
377,BSD,cz,win_3,-1.127
378,BSD,cz,win_3,-1.582
379,BSD,cz,win_3,0.013
380,BSD,cz,win_3,1.27
381,BSD,cz,win_3,-0.03
382,BSD,cz,win_3,0.619
383,BSD,cz,win_3,-0.715
384,BSD,cz,win_3,-0.0
385,BSD,cz,win_3,0.658
386,BSD,cz,win_3,-1.514
387,BSD,cz,win_3,-2.642
388,BSD,cz,win_3,-1.269
389,BSD,cz,win_3,-0.144
390,BSD,pz,win_3,-1.517
391,BSD,pz,win_3,1.214
392,BSD,pz,win_3,-2.625
393,BSD,pz,win_3,-1.858
394,BSD,pz,win_3,0.014
395,BSD,pz,win_3,-1.249
396,BSD,pz,win_3,0.201
397,BSD,pz,win_3,0.399
398,BSD,pz,win_3,
399,BSD,pz,win_3,-0.832
400,BSD,pz,win_3,0.525
401,BSD,pz,win_3,-1.876
402,BSD,pz,win_3,-1.767
403,BSD,pz,win_3,-2.4
404,BSD,pz,win_3,0.681
